tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	magic_software_packages	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_dip
This study	unknown	is025g	is025	FS-FD:SO-NO	pmagpy-2.190	208.0	5.0	59.0	30.0
This study	unknown	is026a	is026	FS-FD:SO-NO	pmagpy-2.190	282.0	5.0	59.0	97.0
This study	unknown	is026b	is026	FS-FD:SO-NO	pmagpy-2.190	239.0	5.0	59.0	85.0
This study	unknown	is026c	is026	FS-FD:SO-NO	pmagpy-2.190	265.0	5.0	59.0	74.0
This study	unknown	is026d	is026	FS-FD:SO-NO	pmagpy-2.190	192.0	5.0	59.0	95.0
This study	unknown	is026e	is026	FS-FD:SO-NO	pmagpy-2.190	168.0	5.0	59.0	79.0
This study	unknown	is026f	is026	FS-FD:SO-NO	pmagpy-2.190	156.0	5.0	59.0	78.0
This study	unknown	is026g	is026	FS-FD:SO-NO	pmagpy-2.190	168.0	5.0	59.0	84.0
This study	unknown	is026h	is026	FS-FD:SO-NO	pmagpy-2.190	140.0	5.0	59.0	82.0
This study	unknown	is026i	is026	FS-FD:SO-NO	pmagpy-2.190	119.0	5.0	59.0	74.0
This study	unknown	is026j	is026	FS-FD:SO-NO	pmagpy-2.190	130.0	5.0	59.0	74.0
This study	unknown	is027a	is027	FS-FD:SO-NO	pmagpy-2.190	286.0	5.0	59.0	56.0
This study	unknown	is027b	is027	FS-FD:SO-NO	pmagpy-2.190	319.0	5.0	59.0	28.0
This study	unknown	is027c	is027	FS-FD:SO-NO	pmagpy-2.190	226.0	5.0	59.0	54.0
This study	unknown	is027d	is027	FS-FD:SO-NO	pmagpy-2.190	290.0	5.0	59.0	31.0
This study	unknown	is027e	is027	FS-FD:SO-NO	pmagpy-2.190	233.0	5.0	59.0	51.0
This study	unknown	is027f	is027	FS-FD:SO-NO	pmagpy-2.190	276.0	5.0	59.0	82.0
This study	unknown	is027g	is027	FS-FD:SO-NO	pmagpy-2.190	215.0	5.0	59.0	60.0
This study	unknown	is027h	is027	FS-FD:SO-NO	pmagpy-2.190	248.0	5.0	59.0	71.0
This study	unknown	is027i	is027	FS-FD:SO-NO	pmagpy-2.190	211.0	5.0	59.0	65.0
This study	unknown	is027j	is027	FS-FD:SO-NO	pmagpy-2.190	228.0	5.0	59.0	90.0
This study	unknown	is028a	is028	FS-FD:SO-NO	pmagpy-2.190	230.0	5.0	59.0	38.0
This study	unknown	is028b	is028	FS-FD:SO-NO	pmagpy-2.190	272.0	5.0	59.0	73.0
This study	unknown	is028c	is028	FS-FD:SO-NO	pmagpy-2.190	259.0	5.0	59.0	47.0
This study	unknown	is028d	is028	FS-FD:SO-NO	pmagpy-2.190	293.0	5.0	59.0	99.0
This study	unknown	is028e	is028	FS-FD:SO-NO	pmagpy-2.190	248.0	5.0	59.0	88.0
This study	unknown	is028f	is028	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	111.0
This study	unknown	is028g	is028	FS-FD:SO-NO	pmagpy-2.190	255.0	5.0	59.0	85.0
This study	unknown	is028h	is028	FS-FD:SO-NO	pmagpy-2.190	200.0	5.0	59.0	97.0
This study	unknown	is028i	is028	FS-FD:SO-NO	pmagpy-2.190	169.0	5.0	59.0	32.0
This study	unknown	is028j	is028	FS-FD:SO-NO	pmagpy-2.190	232.0	5.0	59.0	75.0
This study	unknown	is028k	is028	FS-FD:SO-NO	pmagpy-2.190	236.0	5.0	59.0	58.0
This study	unknown	is028l	is028	FS-FD:SO-NO	pmagpy-2.190	223.0	5.0	59.0	60.0
This study	unknown	is028m	is028	FS-FD:SO-NO	pmagpy-2.190	219.0	5.0	59.0	40.0
This study	unknown	is028n	is028	FS-FD:SO-NO	pmagpy-2.190	215.0	5.0	59.0	49.0
This study	unknown	is028o	is028	FS-FD:SO-NO	pmagpy-2.190	149.0	5.0	59.0	31.0
This study	unknown	is028p	is028	FS-FD:SO-NO	pmagpy-2.190	150.0	5.0	59.0	51.0
This study	unknown	is028q	is028	FS-FD:SO-NO	pmagpy-2.190	182.0	5.0	59.0	70.0
This study	unknown	is028r	is028	FS-FD:SO-NO	pmagpy-2.190	168.0	5.0	59.0	73.0
This study	unknown	is028w	is028	FS-FD:SO-NO	pmagpy-2.190	264.0	5.0	59.0	84.0
This study	unknown	is029a	is029	FS-FD:SO-NO	pmagpy-2.190	252.0	5.0	59.0	64.0
This study	unknown	is029b	is029	FS-FD:SO-NO	pmagpy-2.190	241.0	5.0	59.0	54.0
This study	unknown	is029c	is029	FS-FD:SO-NO	pmagpy-2.190	251.0	5.0	59.0	58.0
This study	unknown	is029d	is029	FS-FD:SO-NO	pmagpy-2.190	218.0	5.0	59.0	44.0
This study	unknown	is029e	is029	FS-FD:SO-NO	pmagpy-2.190	232.0	5.0	59.0	59.0
This study	unknown	is029f	is029	FS-FD:SO-NO	pmagpy-2.190	219.0	5.0	59.0	88.0
This study	unknown	is030a	is030	FS-FD:SO-NO	pmagpy-2.190	232.0	5.0	59.0	75.0
This study	unknown	is030b	is030	FS-FD:SO-NO	pmagpy-2.190	222.0	5.0	59.0	74.0
This study	unknown	is030c	is030	FS-FD:SO-NO	pmagpy-2.190	256.0	5.0	59.0	62.0
This study	unknown	is030d	is030	FS-FD:SO-NO	pmagpy-2.190	255.0	5.0	59.0	72.0
This study	unknown	is030e	is030	FS-FD:SO-NO	pmagpy-2.190	249.0	5.0	59.0	63.0
This study	unknown	is030f	is030	FS-FD:SO-NO	pmagpy-2.190	187.0	5.0	59.0	74.0
This study	unknown	is030g	is030	FS-FD:SO-NO	pmagpy-2.190	240.0	5.0	59.0	61.0
This study	unknown	is030h	is030	FS-FD:SO-NO	pmagpy-2.190	206.0	5.0	59.0	63.0
This study	unknown	is030i	is030	FS-FD:SO-NO	pmagpy-2.190	197.0	5.0	59.0	64.0
This study	unknown	is031a	is031	FS-FD:SO-NO	pmagpy-2.190	261.0	5.0	59.0	70.0
This study	unknown	is031b	is031	FS-FD:SO-NO	pmagpy-2.190	191.0	5.0	59.0	15.0
This study	unknown	is031c	is031	FS-FD:SO-NO	pmagpy-2.190	255.0	5.0	59.0	74.0
This study	unknown	is031d	is031	FS-FD:SO-NO	pmagpy-2.190	253.0	5.0	59.0	74.0
This study	unknown	is031e	is031	FS-FD:SO-NO	pmagpy-2.190	256.0	5.0	59.0	70.0
This study	unknown	is031f	is031	FS-FD:SO-NO	pmagpy-2.190	195.0	5.0	59.0	80.0
This study	unknown	is031g	is031	FS-FD:SO-NO	pmagpy-2.190	200.0	5.0	59.0	82.0
This study	unknown	is031h	is031	FS-FD:SO-NO	pmagpy-2.190	200.0	5.0	59.0	67.0
This study	unknown	is032a	is032	FS-FD:SO-NO	pmagpy-2.190	197.0	5.0	59.0	85.0
This study	unknown	is032b	is032	FS-FD:SO-NO	pmagpy-2.190	197.0	5.0	59.0	61.0
This study	unknown	is032c	is032	FS-FD:SO-NO	pmagpy-2.190	183.0	5.0	59.0	71.0
This study	unknown	is032d	is032	FS-FD:SO-NO	pmagpy-2.190	180.0	5.0	59.0	63.0
This study	unknown	is032e	is032	FS-FD:SO-NO	pmagpy-2.190	179.0	5.0	59.0	76.0
This study	unknown	is032f	is032	FS-FD:SO-NO	pmagpy-2.190	141.0	5.0	59.0	55.0
This study	unknown	is032g	is032	FS-FD:SO-NO	pmagpy-2.190	288.0	5.0	59.0	67.0
This study	unknown	is032h	is032	FS-FD:SO-NO	pmagpy-2.190	308.0	5.0	59.0	65.0
This study	unknown	is032i	is032	FS-FD:SO-NO	pmagpy-2.190	277.0	5.0	59.0	92.0
This study	unknown	is033a	is033	FS-FD:SO-NO	pmagpy-2.190	188.0	5.0	59.0	63.0
This study	unknown	is033b	is033	FS-FD:SO-NO	pmagpy-2.190	271.0	5.0	59.0	98.0
This study	unknown	is033c	is033	FS-FD:SO-NO	pmagpy-2.190	214.0	5.0	59.0	75.0
This study	unknown	is033d	is033	FS-FD:SO-NO	pmagpy-2.190	316.0	5.0	59.0	72.0
This study	unknown	is033e	is033	FS-FD:SO-NO	pmagpy-2.190	293.0	5.0	59.0	59.0
This study	unknown	is033f	is033	FS-FD:SO-NO	pmagpy-2.190	290.0	5.0	59.0	55.0
This study	unknown	is033g	is033	FS-FD:SO-NO	pmagpy-2.190	193.0	5.0	59.0	60.0
This study	unknown	is033h	is033	FS-FD:SO-NO	pmagpy-2.190	251.0	5.0	59.0	61.0
This study	unknown	is034a	is034	FS-FD:SO-NO	pmagpy-2.190	271.0	5.0	59.0	63.0
This study	unknown	is034b	is034	FS-FD:SO-NO	pmagpy-2.190	275.0	5.0	59.0	71.0
This study	unknown	is034c	is034	FS-FD:SO-NO	pmagpy-2.190	249.0	5.0	59.0	78.0
This study	unknown	is034d	is034	FS-FD:SO-NO	pmagpy-2.190	203.0	5.0	59.0	61.0
This study	unknown	is034e	is034	FS-FD:SO-NO	pmagpy-2.190	171.0	5.0	59.0	72.0
This study	unknown	is034f	is034	FS-FD:SO-NO	pmagpy-2.190	243.0	5.0	59.0	65.0
This study	unknown	is034g	is034	FS-FD:SO-NO	pmagpy-2.190	246.0	5.0	59.0	60.0
This study	unknown	is034h	is034	FS-FD:SO-NO	pmagpy-2.190	177.0	5.0	59.0	74.0
This study	unknown	is034i	is034	FS-FD:SO-NO	pmagpy-2.190	232.0	5.0	59.0	69.0
This study	unknown	is034j	is034	FS-FD:SO-NO	pmagpy-2.190	246.0	5.0	59.0	69.0
This study	unknown	is034k	is034	FS-FD:SO-NO	pmagpy-2.190	259.0	5.0	59.0	61.0
This study	unknown	is034l	is034	FS-FD:SO-NO	pmagpy-2.190	239.0	5.0	59.0	39.0
This study	unknown	is035a	is035	FS-FD:SO-NO	pmagpy-2.190	231.0	5.0	59.0	81.0
This study	unknown	is035c	is035	FS-FD:SO-NO	pmagpy-2.190	227.0	5.0	59.0	88.0
This study	unknown	is035d	is035	FS-FD:SO-NO	pmagpy-2.190	270.0	5.0	59.0	48.0
This study	unknown	is035e	is035	FS-FD:SO-NO	pmagpy-2.190	234.0	5.0	59.0	57.0
This study	unknown	is035f	is035	FS-FD:SO-NO	pmagpy-2.190	276.0	5.0	59.0	75.0
This study	unknown	is035g	is035	FS-FD:SO-NO	pmagpy-2.190	199.0	5.0	59.0	52.0
This study	unknown	is035h	is035	FS-FD:SO-NO	pmagpy-2.190	214.0	5.0	59.0	63.0
This study	unknown	is036a	is036	FS-FD:SO-NO	pmagpy-2.190	169.0	5.0	59.0	70.0
This study	unknown	is036b	is036	FS-FD:SO-NO	pmagpy-2.190	227.0	5.0	59.0	75.0
This study	unknown	is036c	is036	FS-FD:SO-NO	pmagpy-2.190	233.0	5.0	59.0	56.0
This study	unknown	is036d	is036	FS-FD:SO-NO	pmagpy-2.190	215.0	5.0	59.0	39.0
This study	unknown	is036e	is036	FS-FD:SO-NO	pmagpy-2.190	215.0	5.0	59.0	78.0
This study	unknown	is036f	is036	FS-FD:SO-NO	pmagpy-2.190	211.0	5.0	59.0	71.0
This study	unknown	is036g	is036	FS-FD:SO-NO	pmagpy-2.190	211.0	5.0	59.0	69.0
This study	unknown	is036h	is036	FS-FD:SO-NO	pmagpy-2.190	201.0	5.0	59.0	63.0
This study	unknown	is037a	is037	FS-FD:SO-NO	pmagpy-2.190	256.0	5.0	59.0	63.0
This study	unknown	is037b	is037	FS-FD:SO-NO	pmagpy-2.190	257.0	5.0	59.0	78.0
This study	unknown	is037c	is037	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	72.0
This study	unknown	is037d	is037	FS-FD:SO-NO	pmagpy-2.190	250.0	5.0	59.0	85.0
This study	unknown	is037e	is037	FS-FD:SO-NO	pmagpy-2.190	233.0	5.0	59.0	80.0
This study	unknown	is037f	is037	FS-FD:SO-NO	pmagpy-2.190	202.0	5.0	59.0	73.0
This study	unknown	is037g	is037	FS-FD:SO-NO	pmagpy-2.190	180.0	5.0	59.0	73.0
This study	unknown	is037h	is037	FS-FD:SO-NO	pmagpy-2.190	234.0	5.0	59.0	94.0
This study	unknown	is037i	is037	FS-FD:SO-NO	pmagpy-2.190	191.0	5.0	59.0	29.0
This study	unknown	is038a	is038	FS-FD:SO-NO	pmagpy-2.190	212.0	5.0	59.0	66.0
This study	unknown	is038b	is038	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	63.0
This study	unknown	is038c	is038	FS-FD:SO-NO	pmagpy-2.190	219.0	5.0	59.0	57.0
This study	unknown	is038d	is038	FS-FD:SO-NO	pmagpy-2.190	232.0	5.0	59.0	65.0
This study	unknown	is038e	is038	FS-FD:SO-NO	pmagpy-2.190	173.0	5.0	59.0	57.0
This study	unknown	is039a	is039	FS-FD:SO-NO	pmagpy-2.190	222.0	5.0	59.0	71.0
This study	unknown	is039b	is039	FS-FD:SO-NO	pmagpy-2.190	289.0	5.0	59.0	82.0
This study	unknown	is039c	is039	FS-FD:SO-NO	pmagpy-2.190	208.0	5.0	59.0	66.0
This study	unknown	is039d	is039	FS-FD:SO-NO	pmagpy-2.190	143.0	5.0	59.0	64.0
This study	unknown	is039e	is039	FS-FD:SO-NO	pmagpy-2.190	171.0	5.0	59.0	66.0
This study	unknown	is039f	is039	FS-FD:SO-NO	pmagpy-2.190	161.0	5.0	59.0	66.0
This study	unknown	is039g	is039	FS-FD:SO-NO	pmagpy-2.190	164.0	5.0	59.0	62.0
This study	unknown	is039h	is039	FS-FD:SO-NO	pmagpy-2.190	163.0	5.0	59.0	77.0
This study	unknown	is039i	is039	FS-FD:SO-NO	pmagpy-2.190	93.0	5.0	59.0	75.0
This study	unknown	is040a	is040	FS-FD:SO-NO	pmagpy-2.190	212.0	5.0	59.0	35.0
This study	unknown	is040b	is040	FS-FD:SO-NO	pmagpy-2.190	243.0	5.0	59.0	43.0
This study	unknown	is040c	is040	FS-FD:SO-NO	pmagpy-2.190	240.0	5.0	59.0	57.0
This study	unknown	is040d	is040	FS-FD:SO-NO	pmagpy-2.190	203.0	5.0	59.0	43.0
This study	unknown	is040e	is040	FS-FD:SO-NO	pmagpy-2.190	224.0	5.0	59.0	29.0
This study	unknown	is040f	is040	FS-FD:SO-NO	pmagpy-2.190	187.0	5.0	59.0	33.0
This study	unknown	is040g	is040	FS-FD:SO-NO	pmagpy-2.190	180.0	5.0	59.0	35.0
This study	unknown	is040h	is040	FS-FD:SO-NO	pmagpy-2.190	303.0	5.0	59.0	85.0
This study	unknown	is040i	is040	FS-FD:SO-NO	pmagpy-2.190	283.0	5.0	59.0	79.0
This study	unknown	is040j	is040	FS-FD:SO-NO	pmagpy-2.190	203.0	5.0	59.0	78.0
This study	unknown	is041a	is041	FS-FD:SO-NO	pmagpy-2.190	243.0	5.0	59.0	70.0
This study	unknown	is041b	is041	FS-FD:SO-NO	pmagpy-2.190	247.0	5.0	59.0	67.0
This study	unknown	is041c	is041	FS-FD:SO-NO	pmagpy-2.190	179.0	5.0	59.0	73.0
This study	unknown	is041d	is041	FS-FD:SO-NO	pmagpy-2.190	222.0	5.0	59.0	81.0
This study	unknown	is041e	is041	FS-FD:SO-NO	pmagpy-2.190	209.0	5.0	59.0	60.0
This study	unknown	is041f	is041	FS-FD:SO-NO	pmagpy-2.190	250.0	5.0	59.0	60.0
This study	unknown	is041g	is041	FS-FD:SO-NO	pmagpy-2.190	267.0	5.0	59.0	82.0
This study	unknown	is041h	is041	FS-FD:SO-NO	pmagpy-2.190	341.0	5.0	59.0	41.0
This study	unknown	is041i	is041	FS-FD:SO-NO	pmagpy-2.190	273.0	5.0	59.0	55.0
This study	unknown	is041j	is041	FS-FD:SO-NO	pmagpy-2.190	299.0	5.0	59.0	22.0
This study	unknown	is041k	is041	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	50.0
This study	unknown	is041l	is041	FS-FD:SO-NO	pmagpy-2.190	212.0	5.0	59.0	61.0
This study	unknown	is041m	is041	FS-FD:SO-NO	pmagpy-2.190	241.0	5.0	59.0	39.0
This study	unknown	is041n	is041	FS-FD:SO-NO	pmagpy-2.190	261.0	5.0	59.0	41.0
This study	unknown	is042a	is042	FS-FD:SO-NO	pmagpy-2.190	228.0	5.0	59.0	49.0
This study	unknown	is042b	is042	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	31.0
This study	unknown	is042c	is042	FS-FD:SO-NO	pmagpy-2.190	242.0	5.0	59.0	17.0
This study	unknown	is042d	is042	FS-FD:SO-NO	pmagpy-2.190	215.0	5.0	59.0	60.0
This study	unknown	is042e	is042	FS-FD:SO-NO	pmagpy-2.190	208.0	5.0	59.0	72.0
This study	unknown	is042f	is042	FS-FD:SO-NO	pmagpy-2.190	231.0	5.0	59.0	65.0
This study	unknown	is042g	is042	FS-FD:SO-NO	pmagpy-2.190	236.0	5.0	59.0	50.0
This study	unknown	is042h	is042	FS-FD:SO-NO	pmagpy-2.190	234.0	5.0	59.0	28.0
This study	unknown	is043a	is043	FS-FD:SO-NO	pmagpy-2.190	258.0	5.0	59.0	34.0
This study	unknown	is043b	is043	FS-FD:SO-NO	pmagpy-2.190	188.0	5.0	59.0	36.0
This study	unknown	is043c	is043	FS-FD:SO-NO	pmagpy-2.190	253.0	5.0	59.0	15.0
This study	unknown	is043d	is043	FS-FD:SO-NO	pmagpy-2.190	200.0	5.0	59.0	40.0
This study	unknown	is043e	is043	FS-FD:SO-NO	pmagpy-2.190	271.0	5.0	59.0	18.0
This study	unknown	is043f	is043	FS-FD:SO-NO	pmagpy-2.190	234.0	5.0	59.0	52.0
This study	unknown	is043g	is043	FS-FD:SO-NO	pmagpy-2.190	272.0	5.0	59.0	61.0
This study	unknown	is044a	is044	FS-FD:SO-NO	pmagpy-2.190	260.0	5.0	59.0	64.0
This study	unknown	is044b	is044	FS-FD:SO-NO	pmagpy-2.190	183.0	5.0	59.0	91.0
This study	unknown	is044c	is044	FS-FD:SO-NO	pmagpy-2.190	188.0	5.0	59.0	79.0
This study	unknown	is044d	is044	FS-FD:SO-NO	pmagpy-2.190	217.0	5.0	59.0	78.0
This study	unknown	is044e	is044	FS-FD:SO-NO	pmagpy-2.190	196.0	5.0	59.0	25.0
This study	unknown	is045a	is045	FS-FD:SO-NO	pmagpy-2.190	192.0	5.0	59.0	19.0
This study	unknown	is045b	is045	FS-FD:SO-NO	pmagpy-2.190	249.0	5.0	59.0	71.0
This study	unknown	is045c	is045	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	55.0
This study	unknown	is045d	is045	FS-FD:SO-NO	pmagpy-2.190	209.0	5.0	59.0	51.0
This study	unknown	is045e	is045	FS-FD:SO-NO	pmagpy-2.190	212.0	5.0	59.0	34.0
This study	unknown	is045f	is045	FS-FD:SO-NO	pmagpy-2.190	228.0	5.0	59.0	30.0
This study	unknown	is045g	is045	FS-FD:SO-NO	pmagpy-2.190	190.0	5.0	59.0	39.0
This study	unknown	is046a	is046	FS-FD:SO-NO	pmagpy-2.190	182.0	5.0	59.0	46.0
This study	unknown	is046b	is046	FS-FD:SO-NO	pmagpy-2.190	206.0	5.0	59.0	51.0
This study	unknown	is046c	is046	FS-FD:SO-NO	pmagpy-2.190	260.0	5.0	59.0	68.0
This study	unknown	is046d	is046	FS-FD:SO-NO	pmagpy-2.190	216.0	5.0	59.0	61.0
This study	unknown	is046e	is046	FS-FD:SO-NO	pmagpy-2.190	255.0	5.0	59.0	26.0
This study	unknown	is046f	is046	FS-FD:SO-NO	pmagpy-2.190	235.0	5.0	59.0	62.0
This study	unknown	is047a	is047	FS-FD:SO-NO	pmagpy-2.190	116.0	5.0	59.0	70.0
This study	unknown	is047b	is047	FS-FD:SO-NO	pmagpy-2.190	198.0	5.0	59.0	82.0
This study	unknown	is047c	is047	FS-FD:SO-NO	pmagpy-2.190	182.0	5.0	59.0	55.0
This study	unknown	is047d	is047	FS-FD:SO-NO	pmagpy-2.190	179.0	5.0	59.0	28.0
This study	unknown	is047e	is047	FS-FD:SO-NO	pmagpy-2.190	173.0	5.0	59.0	59.0
This study	unknown	is047f	is047	FS-FD:SO-NO	pmagpy-2.190	160.0	5.0	59.0	69.0
This study	unknown	is047g	is047	FS-FD:SO-NO	pmagpy-2.190	135.0	5.0	59.0	32.0
This study	unknown	is047h	is047	FS-FD:SO-NO	pmagpy-2.190	237.0	5.0	59.0	39.0
This study	unknown	is047i	is047	FS-FD:SO-NO	pmagpy-2.190	244.0	5.0	59.0	53.0
This study	unknown	is048a	is048	FS-FD:SO-NO	pmagpy-2.190	148.0	5.0	59.0	59.0
This study	unknown	is048b	is048	FS-FD:SO-NO	pmagpy-2.190	174.0	5.0	59.0	24.0
This study	unknown	is048c	is048	FS-FD:SO-NO	pmagpy-2.190	249.0	5.0	59.0	29.0
This study	unknown	is048d	is048	FS-FD:SO-NO	pmagpy-2.190	216.0	5.0	59.0	64.0
This study	unknown	is048e	is048	FS-FD:SO-NO	pmagpy-2.190	249.0	5.0	59.0	91.0
This study	unknown	is048f	is048	FS-FD:SO-NO	pmagpy-2.190	170.0	5.0	59.0	70.0
This study	unknown	is048g	is048	FS-FD:SO-NO	pmagpy-2.190	225.0	5.0	59.0	47.0
This study	unknown	is048h	is048	FS-FD:SO-NO	pmagpy-2.190	221.0	5.0	59.0	61.0
This study	unknown	is048i	is048	FS-FD:SO-NO	pmagpy-2.190	203.0	5.0	59.0	72.0
This study	unknown	is049a	is049	FS-FD:SO-NO	pmagpy-2.190	146.0	5.0	59.0	56.0
This study	unknown	is049b	is049	FS-FD:SO-NO	pmagpy-2.190	241.0	5.0	59.0	37.0
This study	unknown	is049c	is049	FS-FD:SO-NO	pmagpy-2.190	285.0	5.0	59.0	74.0
This study	unknown	is049d	is049	FS-FD:SO-NO	pmagpy-2.190	170.0	5.0	59.0	63.0
This study	unknown	is049e	is049	FS-FD:SO-NO	pmagpy-2.190	247.0	5.0	59.0	61.0
This study	unknown	is049f	is049	FS-FD:SO-NO	pmagpy-2.190	206.0	5.0	59.0	30.0
This study	unknown	is049g	is049	FS-FD:SO-NO	pmagpy-2.190	249.0	5.0	59.0	60.0
This study	unknown	is049h	is049	FS-FD:SO-NO	pmagpy-2.190	272.0	5.0	59.0	35.0
This study	unknown	is049i	is049	FS-FD:SO-NO	pmagpy-2.190	230.0	5.0	59.0	56.0
This study	unknown	is050a	is050	FS-FD:SO-NO	pmagpy-2.190	184.0	5.0	59.0	22.0
This study	unknown	is050b	is050	FS-FD:SO-NO	pmagpy-2.190	229.0	5.0	59.0	48.0
This study	unknown	is050c	is050	FS-FD:SO-NO	pmagpy-2.190	189.0	5.0	59.0	16.0
This study	unknown	is050d	is050	FS-FD:SO-NO	pmagpy-2.190	241.0	5.0	59.0	60.0
This study	unknown	is050e	is050	FS-FD:SO-NO	pmagpy-2.190	216.0	5.0	59.0	32.0
This study	unknown	is050f	is050	FS-FD:SO-NO	pmagpy-2.190	239.0	5.0	59.0	56.0
This study	unknown	is050g	is050	FS-FD:SO-NO	pmagpy-2.190	205.0	5.0	59.0	43.0
This study	unknown	is050h	is050	FS-FD:SO-NO	pmagpy-2.190	152.0	5.0	59.0	42.0
This study	unknown	is051a	is051	FS-FD:SO-NO	pmagpy-2.190	163.0	5.0	59.0	73.0
This study	unknown	is051b	is051	FS-FD:SO-NO	pmagpy-2.190	168.0	5.0	59.0	67.0
This study	unknown	is051c	is051	FS-FD:SO-NO	pmagpy-2.190	276.0	5.0	59.0	77.0
This study	unknown	is051d	is051	FS-FD:SO-NO	pmagpy-2.190	251.0	5.0	59.0	42.0
This study	unknown	is051e	is051	FS-FD:SO-NO	pmagpy-2.190	235.0	5.0	59.0	76.0
This study	unknown	is051f	is051	FS-FD:SO-NO	pmagpy-2.190	199.0	5.0	59.0	51.0
This study	unknown	is051g	is051	FS-FD:SO-NO	pmagpy-2.190	212.0	5.0	59.0	50.0
This study	unknown	is051h	is051	FS-FD:SO-NO	pmagpy-2.190	196.0	5.0	59.0	63.0
This study	unknown	is051i	is051	FS-FD:SO-NO	pmagpy-2.190	292.0	5.0	59.0	79.0
This study	unknown	is051j	is051	FS-FD:SO-NO	pmagpy-2.190	228.0	5.0	59.0	52.0
This study	unknown	is052a	is052	FS-FD:SO-NO	pmagpy-2.190	211.0	5.0	59.0	71.0
This study	unknown	is052b	is052	FS-FD:SO-NO	pmagpy-2.190	194.0	5.0	59.0	67.0
This study	unknown	is052c	is052	FS-FD:SO-NO	pmagpy-2.190	231.0	5.0	59.0	32.0
This study	unknown	is052d	is052	FS-FD:SO-NO	pmagpy-2.190	213.0	5.0	59.0	64.0
This study	unknown	is052e	is052	FS-FD:SO-NO	pmagpy-2.190	221.0	5.0	59.0	67.0
This study	unknown	is052f	is052	FS-FD:SO-NO	pmagpy-2.190	204.0	5.0	59.0	42.0
This study	unknown	is052g	is052	FS-FD:SO-NO	pmagpy-2.190	280.0	5.0	59.0	73.0
This study	unknown	is052h	is052	FS-FD:SO-NO	pmagpy-2.190	215.0	5.0	59.0	71.0
This study	unknown	is052i	is052	FS-FD:SO-NO	pmagpy-2.190	181.0	5.0	59.0	29.0
This study	unknown	is052j	is052	FS-FD:SO-NO	pmagpy-2.190	248.0	5.0	59.0	64.0
This study	unknown	is053a	is053	FS-FD:SO-NO	pmagpy-2.190	209.0	5.0	59.0	63.0
This study	unknown	is053b	is053	FS-FD:SO-NO	pmagpy-2.190	280.0	5.0	59.0	67.0
This study	unknown	is053c	is053	FS-FD:SO-NO	pmagpy-2.190	205.0	5.0	59.0	66.0
This study	unknown	is053d	is053	FS-FD:SO-NO	pmagpy-2.190	243.0	5.0	59.0	67.0
This study	unknown	is053e	is053	FS-FD:SO-NO	pmagpy-2.190	184.0	5.0	59.0	67.0
This study	unknown	is053f	is053	FS-FD:SO-NO	pmagpy-2.190	190.0	5.0	59.0	74.0
This study	unknown	is053g	is053	FS-FD:SO-NO	pmagpy-2.190	303.0	5.0	59.0	60.0
This study	unknown	is053h	is053	FS-FD:SO-NO	pmagpy-2.190	258.0	5.0	59.0	71.0
This study	unknown	is053i	is053	FS-FD:SO-NO	pmagpy-2.190	177.0	5.0	59.0	57.0
This study	unknown	is053j	is053	FS-FD:SO-NO	pmagpy-2.190	206.0	5.0	59.0	56.0
This study	unknown	is053k	is053	FS-FD:SO-NO	pmagpy-2.190	296.0	5.0	59.0	70.0
This study	unknown	is053l	is053	FS-FD:SO-NO	pmagpy-2.190	186.0	5.0	59.0	60.0
This study	unknown	is053m	is053	FS-FD:SO-NO	pmagpy-2.190	273.0	5.0	59.0	69.0
This study	unknown	is053n	is053	FS-FD:SO-NO	pmagpy-2.190	263.0	5.0	59.0	62.0
This study	unknown	is053o	is053	FS-FD:SO-NO	pmagpy-2.190	267.0	5.0	59.0	62.0
This study	unknown	is054a	is054	FS-FD:SO-NO	pmagpy-2.190	284.0	5.0	59.0	76.0
This study	unknown	is054b	is054	FS-FD:SO-NO	pmagpy-2.190	220.0	5.0	59.0	61.0
This study	unknown	is054c	is054	FS-FD:SO-NO	pmagpy-2.190	246.0	5.0	59.0	70.0
This study	unknown	is054d	is054	FS-FD:SO-NO	pmagpy-2.190	190.0	5.0	59.0	66.0
This study	unknown	is054e	is054	FS-FD:SO-NO	pmagpy-2.190	260.0	5.0	59.0	60.0
This study	unknown	is054f	is054	FS-FD:SO-NO	pmagpy-2.190	180.0	5.0	59.0	63.0
This study	unknown	is054g	is054	FS-FD:SO-NO	pmagpy-2.190	188.0	5.0	59.0	62.0
This study	unknown	is054h	is054	FS-FD:SO-NO	pmagpy-2.190	272.0	5.0	59.0	62.0
This study	unknown	is054i	is054	FS-FD:SO-NO	pmagpy-2.190	170.0	5.0	59.0	67.0
This study	unknown	is054j	is054	FS-FD:SO-NO	pmagpy-2.190	207.0	5.0	59.0	64.0
